,,,,,,,
ISO 9001:2015 CERTIFIED,,,,,,,
CUSTOMS AND BORDER CONTROL DEPARTMENT,,,,,,,
MODEL,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,GVW,CRSP(KES) 
ALFA ROMEO,,,,,,,
,,,,,,,
,,,,,,,
ACTYON/S/ GL MT,2874,DCAB,4WD,,DIESEL,,"3,596,888"
ACTYON/S/ GL AT,2874,DCAB,4WD,,DIESEL,,"3,956,577"
ACTYON GL MT,2900,S/WAGON,4WD,5,DIESEL,,"3,506,966"
ACTYON GLS AT,2900,S/WAGON,4WD,5,DIESEL,,"4,316,266"
ACTYON PREMIUM,2900,S/WAGON,4WD,5,DIESEL,,"4,496,110"
Musso 602EL,2874,S/WAGON,4WD,,Diesel,,"2,600,160"
Musso 601,2874,S/WAGON,4WD,,Diesel,,"2,600,160"
Rexton II GLS MT,2700,S/WAGON,4WD,,Diesel,,"4,046,499"
Rexton II GLS AT,2700,S/WAGON,4WD,,Diesel,,"4,945,721"
Rexton II PREMIUM,2700,S/WAGON,4WD,,Diesel,,"5,125,565"
TATA,,,,,,,
,,,,,,,
ACE PICK UP,700,SCAB,2WD,,Diesel,1.550T,"1,183,250"
ACE MEGA,800,SCAB,2WD,,Diesel,,"1,467,375"
ACE MEGA XL,800,SCAB,2WD,,Diesel,,"1,350,000"
DaeWOO NOVUS BUS CHASSIS,11051,BUS,,,Diesel,,"10,300,000"
daeWOO NOVUS tipper,11051,Tipper,,,DIESEL,,"11,500,000"
SUPER ACE 475 1TON,1405,SCAB,2WD,,Diesel,1.550T,"1,858,534"
SUPER ACE 475 1TON A/C,1405,SCAB,2WD,,Diesel,1.550T,"1,962,531"
SUMO,1948,S/WAGON,2WD,,Diesel,2.000T,"1,600,000"
XENON SC DICOR 4X4 2.2,2200,SCAB,4X4,,Diesel,,"2,079,000"
XENON SC 4X2 3.0 NON A/C,2956,SCAB,4X2,,Diesel,,"1,695,000"
XENON SC A/C 4X2 3.0,2956,SCAB,4X2,,Diesel,,"1,980,000"
XENON SC A/C 4X4 3.0,2956,SCAB,4X4,,Diesel,,"2,298,500"
XENON DC A/C 4X2 2.2,2200,DCAB,4X2,,Diesel,,"2,572,000"
XENON DC A/C 4X4 2.2,2200,DCAB,4X4,,Diesel,,"3,601,500"
XENON SC 4X4 2.2,2200,SCAB,4X4,,Diesel,,"2,240,000"
XENON SC 4X4 2.2 WITH AIRBAGS,2200,SCAB,4X4,,Diesel,,"3,424,628"
XENON DC 4X4 2.2 WITH AIRBAGS,2179,DCAB,4X4,,Diesel,,"3,601,500"
XENON LT 3000 SC,2956,SCAB,4x4,,Diesel,,"2,193,240"
XENON LT 3000 DC,2956,SCAB,4x4,,Diesel,,"3,901,865"
207 DI SC/Pick Up A,2956,SCAB,2,,Diesel,,"2,049,600"
207 DI DC/Pick Up A,2956,DCAB,2,,Diesel,,"2,782,856"
407 DT DSLB,2956,PU,2,,Diesel,4.9T,"2,703,927"
407 4X4,2956,PU,4x4,,Diesel,4.9T,"3,567,104"
208 DI D/CAB P/Up BASIC VERSION,2956,DCAB,2,,Diesel,,"1,765,942"
918 CHASSIS COWL,5675,BUS,,,Diesel,,"2,376,500"
909 CHASSIS COWL,5675,TRK,,,Diesel,,"2,188,300"
LPK 713S,5675,DCAB,2,,Diesel,7.9T,"3,266,451"
LPK 1518 TIPPER,5675,TRK,,,Diesel,,"4,816,000"
LPK 1615 T.C,5883,Tipper,2,,Diesel,,"5,407,500"
LPK 1615/13,5883,TRK,2,,Diesel,16T,"5,355,856"
LPK 2516 Tipper (6x4),5883,Tipper,6x4,,Diesel,,"7,245,000"
LPK 2516 Tipper (6x4) MIXER STETTOR,5883,TRK/MIXER,6x4,,Diesel,22T,"8,575,609"
LPK 2523 Tipper (6x4) MIXER STETTOR,5883,TRK/MIXER,6x4,,Diesel,24T,"10,033,546"
LPK 2516 Tipper (6x4) MIXER GREAVES,5883,TRK/MIXER,6x4,,Diesel,,"9,604,661"
LPK 2516 Tipper (6x4) TRANSIT TIPPER/TRUK,5883,TIPPER,6x4,,Diesel,,"8,658,300"
LPK 2518 TIPPER,5883,TRK/MIXER,6X4,,Diesel,,"8,163,750"
LPK 2523 (6x4) Tipper,5883,TRK,6x4,,Diesel,,"9,030,000"
TATA SFC 407 DT DSLB,2956,TRK,2,,Diesel,,"2,730,000"
TATA LPT 407 DT DSLB,2956,TRK,2,,Diesel,,"3,255,000"
LPT 509 (TIGER),3754,TRK,2,,Diesel,6T,"1,650,000"
LPT 709/34 Cab/Chassis,3783,TRK,2,,Diesel,7T,"1,811,000"
LPT 709/34 DSLB,3783,TRK,2,,Diesel,7T,"2,475,000"
LPT 709/38 DSLB,3783,TRK,2,,Diesel,7T,"2,559,000"
LPT 709/38 long wheel base cab chassis,3783,TRK,2,,Diesel,7T,"3,299,520"
LPT 713 S (BUS),5675,BUS,2,,Diesel,7.9T,"3,495,450"
LPTA 713 CAB/CHASSIS,5883,TRK,4X4,,Diesel,7.9T,"5,236,259"
LPT 713 S DSLB,5675,TRK,2,,Diesel,7.9T,"2,682,000"
LPT 713 S TIPPER,5676,TRK,2,,Diesel,7.9T,"2,931,000"
LPT 713 S Cab chassis,5675,TRK,2,,Diesel,7.9T,"3,462,067"
LPT 713 4WD CAB/CHASSIS,5675,TRK,4x4,,Diesel,7.9T,"4,121,000"
LPT 913 CAB CHASSIS,5675,TRK,,,Diesel,9T,"2,668,000"
LPT 1116 TC,5675,TRK,,,Diesel,9.9T,"3,910,295"
LPT 1216/48TC,5675,TRK,,,Diesel,,"3,937,500"
LPT 1518 Cab/ chassis,5883,TRK,2,,Diesel,15T,"6,044,955"
LPT 1518 DSLB,5883,TRK,2,,Diesel,15T,"4,644,000"
LPT 1518 Tipper,5884,TRK,2,,Diesel,15T,"3,900,000"
LPT 1518 Sleeper Cab/Chassis,5883,TRK,2,,Diesel,15T,"3,695,000"
LPT 1518 TCM 7.6TM,5883,TRK,,,Diesel,15T,"5,500,000"
LPT 1518 TCM 9.6TM,5883,TRK,,,Diesel,15T,"5,625,000"
LPT 1823 5.9 6BT,5883,BUS,,60,Diesel,,"9,584,000"
LPT 1918 (6X2) Cab/Chassis,5883,TRK,6x2,,Diesel,,"4,915,000"
LPT 2515 (6X2) Cab/Chassis,5883,TRK,6x2,,Diesel,,"6,552,000"
LPT 2515 (6X2) TCM 9.6TM,5883,TRK,6x2,,Diesel,,"6,124,000"
LPT 2515 (6X2) TCM 11.9 TM,5883,TRK,6x2,,Diesel,,"6,124,000"
LPT 2515 (6X4) TCM 11.9 TM,5883,TRK,6x4,,Diesel,,"6,435,000"
LPT 2515 (6X4) TCM 7.6 TM,5883,TRK,6x4,,Diesel,,"5,999,000"
LPT 2516 (6X4)Cab/ chassis,5883,TRK,6x4,,Diesel,,"7,140,000"
LPT 2516 (6X4) Tipper chassis 12 CBM,5883,TRK,6x4,,Diesel,,"7,071,810"
LPT 2516 (6X4) Tipper 12 CBM,5883,TRK,6x4,,Diesel,,"5,646,250"
LPT 2518 Tipper 14 CBM,5883,TRK,6x4,,Diesel,,"6,200,000"
LPT 2523 Tipper 6X4,5883,TRK,6x4,,Diesel,,"6,585,000"
SA 1212 4X4 CAB CHASSIS,5883,TRK,4x4,,Diesel,7.T,"4,675,000"
SA 1212 DSLB 4X4,5883,TRK,4x4,,Diesel,,"4,950,000"
SFC 407 DT DSLB 4X4,2596,DCAB,4x4,,Diesel,4.9T,"3,087,690"
LP 709 BUS CHASSIS,3783,BUS,,26-32,Diesel,,"2,668,000"
LP 713 BUS CHASSIS,5675,BUS,,26-32,Diesel,7T,"2,273,000"
LP 713 28 SEATER MARCOPOLO BUS,3783,BUS,,28,Diesel,7T,"4,118,000"
LP 909 BUS CHASSIS,3783,BUS,,38/40,Diesel,9T,"3,219,000"
LP 909 40 SEATER MARCOPOLO BUS,3783,BUS,,38/40,Diesel,9T,"6,315,750"
LPO 918 BUS CHASSIS,5883,BUS,,38/40,Diesel,,"4,357,500"
LPO 1316TC BUS CHASSIS,5883,BUS,,60,Diesel,,"4,905,548"
LPO 1316TC STAR BUS 60 SEATER,5883,BUS,,60,Diesel,,"6,128,000"
LPO 1316TC 6HD FACE,5883,BUS,,60,Diesel,,"7,286,250"
LPO 1316 BUS,5883,BUS,,,Diesel,15T,"3,093,000"
LPO 1318 CC,5883,BUS,,61,Diesel,13T,"6,650,000"
LPO 1512 BUS CHASSIS,5883,BUS,,51,Diesel,,"3,285,000"
LPO 1823 6 HD,5883,BUS,,,Diesel,,"7,988,000"
ULTRA 712 ,3783,TRK,,,Diesel,,"3,190,740"
ULTRA 812 ,3783,TRK,,,Diesel,,"3,649,275"
ULTRA 1012 ,3783,TRK,,,Diesel,,"3,815,490"
PRIMA 3118,5883,TIPPER,8X4,,Diesel,,"10,900,000"
PRIMA 3123,340hp,PM,8x2,,Diesel,,"8,740,000"
PRIMA 3123,340hp,TIPPER,8x2,,Diesel,,"11,200,000"
PRIMA 4018,6700,PM,4X2,,Diesel,,"3,775,800"
PRIMA 4023,6700,PM,4X2,,Diesel,,"4,872,000"
PRIMA 4923,6700,PM,6X4,,Diesel,,"6,380,000"
PRIMA 4928 (380HP),8898,PM,6X4,,Diesel,,"8,400,000"
PRIMA 4928 (280HP),6700,PM,6X4,,Diesel,,"7,770,000"
PRIMA LX 2523 K TIPPER,6700,TRK,6X4,,Diesel,,"10,395,000"
PRIMA LX 2528 K TIPPER,6700,TRK,6X4,,Diesel,,"10,920,000"
PRIMA LX 3123K (8X2)TIPPER,6692,TRK,8X2,,Diesel,,"10,900,000"
PRIMA LX 3118 K (8X4) TIPPER,5883,TRK,8X4,,Diesel,,"11,500,000"
NOVUS MIXER 8M3 K5MVF,340hp,TRK,,,Diesel,,"9,855,000"
NOVUS P MOVER V3T6F WITH PTO,340hp,PM,,,Diesel,,"10,463,250"
NOVUS P MOVER V3T6F NO PTO,340hp,PM,,,Diesel,,"8,400,000"
NOVUS P MOVER V3T6F WITH TIPPING GEAR,340hp,PM,,,Diesel,,"10,275,000"
TIGGO,,,,,,,
,,,,,,,
TIGGO,2000,S/WAGON,4X2,,Petrol,,"1,734,607"
QQ3 0.8L BASIC,800,HATCHBACK,4X2,,Petrol,,"662,856"
ZX ADMIRAL PICK UP 2.2 LS,2200,PUP,4X2,,Petrol,,"1,259,920"
TOYOTA,,,,,,,
,,,,,,,
AMBULANCE - L/CRUISER HZJ78R-RJMRS STANDARD,4200,S/WAGON,4WD,,Diesel,,"9,313,500"
AMBULANCE - L/CRUISER HZJ78R-RJMRS DELUXE ,4200,S/WAGON,4WD,,Diesel,,"13,282,500"
AMBULANCE - L/CRUISER HZJ78R-RJMRS DUBAI SPECS,4200,S/WAGON,4WD,,Diesel,,"10,420,000"
AMBULANCE-HIACE 2KD KDH222R-LEMDY,2500,VAN,2WD,,DIESEL,,"6,980,000"
Allex,1490,S/WAGON,2WD,,Petrol,,"1,950,000"
aqua,1500,HATCHBACK,2wd,,Petrol,,"3,245,000"
Auris,1300,S/WAGON,2WD,,Petrol,,"1,878,000"
Auris,1500,S/WAGON,2WD,,Petrol,,"2,166,923"
Auris,1800,S/WAGON,2WD,,Petrol,,"2,355,704"
ALPHARD/VELFIRE ,2500,VAN,2WD,8,Petrol,,"5,541,850"
ALPHARD/VELFIRE ,2500,VAN,2WD,7,Petrol,,"5,441,850"
ALPHARD/VELFIRE ,2500,VAN,4WD,8,Petrol,,"5,741,850"
ALPHARD/VELFIRE ,2500,VAN,4WD,7,Petrol,,"5,641,850"
ALPHARD/VELFIRE ,3500,VAN,2WD,7,Petrol,,"8,105,457"
ALPHARD/VELFIRE ,3500,VAN,4WD,7,Petrol,,"8,322,137"
ALPHARD/VELFIRE  EXCUTIVE LOUNGE with recliner passenger ( leather seats),2500,VAN,2wd,7,Petrol,,"11,682,462"
ALPHARD/VELFIRE  EXCUTIVE LOUNGE with recliner passenger (leather seats),2500,VAN,4WD,7,Petrol,,"11,999,059"
ALPHARD/VELFIRE  EXCUTIVE LOUNGE hybrid with recliner pass (leather seats)  ,2500,VAN,2WD,7,Petrol,,"12,315,658"
ALPHARD/VELFIRE  EXCUTIVE LOUNGE hybrid with recliner pass (leather seats) ,2500,VAN,4WD,7,Petrol,,"12,553,478"
ALPHARD EXCUTIVE LOUNGE MT (LEATHER  RECLINER SEATS),3456,VAN,2WD,7,PETROL,," 14,500,040 "
ALPHARD EXCUTIVE LOUNGE AT (LEATHER  RECLINER SEATS),3456,VAN,4WD,7,PETROL,," 14,893,012 "
Prius C,1500,HATCHBACK,2wd,,Petrol,,"3,245,000"
Prius C,1800,HATCHBACK,2wd,,Petrol,,"3,894,000"
Prius C,1800,HATCHBACK,4WD,,Petrol,,"4,186,050"
AVANZA F602RM-GMMFJN-HI spec,1500,S/WAGON,2WD,,Petrol,,"2,658,700"
AVANZA F602RM-GMDFJN-Middle spec,1500,S/WAGON,2WD,,Petrol,,"2,308,900"
AVANZA F652RM-GMMFN-HI spec VVT-i,1500,S/WAGON,2WD,,Petrol,,"2,735,860"
AVANZA 35Z F654RM-GQDFN AUTO,1500,S/WAGON,2WD,,Petrol,,"3,202,500"
AVANZA 35Z F654RM-GMMFN MT,1500,S/WAGON,2WD,,Petrol,,"3,171,000"
Avensis 1.8L HB,1800,HATCHBACK,2WD,,Petrol,,"2,894,000"
Avensis 1.8L SW,1800,S/WAGON,2WD,,Petrol,,"3,904,000"
Avensis 1.8L SAL,1800,SALOON,2WD,,Petrol,,"3,394,640"
Avensis 2.0L SW,2000,S/WAGON,2WD,,Petrol,,"4,207,024"
Avensis 2.0L SAL,2000,SALOON,2WD,,Petrol,,"3,549,600"
Avensis 2.0L SAL TDI ,2000,SALOON,2WD,,Diesel,,"3,980,418"
Avensis 2.2L SAL TDI,2200,SALOON,2WD,,Diesel,,"4,278,459"
Avensis 2.4L SAL,2400,SALOON,2WD,,Petrol,,"4,359,000"
Belta,1490,SALOON,2WD,,Petrol,,"2,195,000"
Belta,1000,SALOON,2WD,,Petrol,,"1,473,154"
Blade,2360,HATCHBACK,2WD,,Petrol,,"3,140,938"
Caldina,1500,S/WAGON,2WD,,Petrol,,"2,095,644"
Caldina,1600,S/WAGON,2WD,,Petrol,,"2,235,353"
Caldina  1.8 L 1ZZ-FE I4,1800,S/WAGON,2WD,,Petrol,,"2,514,772"
Caldina  2.0 L 1AZ-FSE I4,2000,S/WAGON,2WD,,Petrol,,"2,784,629"
Caldina  2.0 L 3S-GTE I4 Turbo,2000,S/WAGON,2WD,,Petrol,,"2,884,629"
Cami,1300,S/WAGON,2WD,,Petrol,,"1,471,500"
Cami,1762,S/WAGON,2WD,,Petrol,,"2,364,604"
Camry SV40 AT,2000,S/WAGON,2WD,,Petrol,,"2,583,171"
Camry SV41 AT,2362,S/WAGON,2WD,,Petrol,,"3,036,595"
Camry ACV30 AT,2362,S/WAGON,2WD,,Petrol,,"4,480,000"
Camry ACV40R-AEANKW ,2000,SALOON,2WD,,Petrol,,"3,895,300"
Camry ACV40R-AEANKW ,2400,SALOON,2WD,,Petrol,,"5,218,000"
Camry AVV50-HYBRID,2500,SALOON,2WD,,Petrol,,"6,140,169"
Camry ASV50R-AEANKW AT,2400,SALOON,2WD,,Petrol,,"8,503,060"
Carina 1.6,1590,SALOON,2WD,,Petrol,,"1,964,035"
Carina 1.8,1760,SALOON,2WD,,Petrol,,"2,307,545"
Celica 2.0,2000,COUPE,2WD,,Petrol,,"2,609,100"
Celica 1.4,1400,COUPE,2WD,,Petrol,,"1,826,370"
Celica 1.6,1600,COUPE,2WD,,Petrol,,"2,087,280"
Celica 2.0,1900,COUPE,2WD,,Petrol,,"2,478,645"
Celica 2.2,2200,COUPE,2WD,,Petrol,,"2,870,010"
Chaser,1988,SALOON,2WD,,Petrol,,"2,539,800"
CH-R,1200,HATCHBACK,AWD,,Petrol,,"4,685,588"
Coaster,3661,BUS,2WD,,Diesel, ,"5,738,000"
Coaster HZB70R-ZGMSS,4200,BUS,2WD,30,Diesel,,"10,770,000"
Condor 4x2,3000,S/WAGON,2WD,,Diesel,,"1,855,000"
Condor 4x4 fully loaded,3000,S/WAGON,2WD,,Diesel,,"2,677,000"
Corolla Axio NZE164-AEXGK 4WD CVT 1.5,1500,SALOON,4WD,,Petrol,,"3,093,849"
Corolla Axio NZE161-AEXGK CVT 1.5,1500,SALOON,2WD,,Petrol,,"2,851,600"
FIELDER- NZE161G AT,1496,S/WAGON,2WD,,PETROL,,"3,123,014"
Corolla Axio NZE161-AEXGK MT 1.5,1500,SALOON,2WD,,Petrol,,"2,767,061"
COROLLA FIELDER AEROTOURER- NZE161G MT,1496,S/WAGON,2WD,,PETROL,," 3,320,245 "
COROLLA FIELDER AEROTOURER- NZE161G AT,1496,S/WAGON,2WD,,PETROL,," 3,529,284 "
COROLLA FIELDER AEROTOURER- NZE164G AT,1496,S/WAGON,4WD,,PETROL,," 3,780,132 "
Corolla Axio NKE165-AEXNB CVT 1.5,1500,SALOON,2WD,,Petrol,,"3,535,984"
COROLLA AXIO/ FIELDER HYBRID- NKE165G,1496,S/WAGON,2WD,,PETROL,," 4,376,900 "
COROLLA FIELDER- NRE161G,1496,S/WAGON,4WD,,PETROL,," 3,148,311 "
Corolla Rumion NZE151N-FHXEK,1500,SALOON,2WD,,Petrol,,"3,369,074"
Corolla Rumion ZRE152N-FHXSK,1800,SALOON,2WD,,Petrol,,"3,729,074"
Corolla Rumion ZRE154N-FHXSK,1800,SALOON,4WD,,Petrol,,"3,919,070"
Corolla Axio NZE141-AEXEK 1.5 G CVT,1500,SALOON,2WD,,Petrol,,"2,834,099"
Corolla Axio NZE144-AEXNK 1.5 X 4WD CVT,1500,SALOON,4WD,,Petrol,,"3,072,718"
Corolla Axio/ FIELDER NZE144,1500,S/WAGON,2WD,,Petrol,,"2,704,600"
Corolla Axio  ZRE142-AEXGP 1.8 LUXEL CVT,1800,SALOON,2WD,,Petrol,,"3,250,400"
Corolla Axio ZRE142-AEXGK,1800,SALOON,2WD,,Petrol,,"3,050,400"
Corolla Axio/ Fielder    ZRE142G-AWXEK,1800,S/WAGON,2WD,,Petrol,,"3,100,400"
Corolla Axio ZRE144-AEXGP 1.8 LUXEL 4WD,1800,SALOON,4WD,,Petrol,,"3,170,050"
COROLLA FIELDER-ZRE144,1797,S/WAGON,4WD,,PETROL,," 4,067,844 "
Corolla Axio NRE160-AEXNK 1.3X CVT 1.3,1300,SALOON,2WD,,Petrol,,"2,580,661"
Corolla NZE 120R (A) STANDARD,1300,SALOON,2WD,,Petrol, ,"1,895,000"
Corolla NZE 120R (A/C) ,1300,SALOON,2WD,,Petrol,,"1,995,000"
Corolla NZE 120R (B) FULLY LOADED,1300,SALOON,2WD,,Petrol, ,"2,150,000"
Corolla NZE121 2wd,1490,SALOON,2WD,,Petrol,,"2,421,000"
Corolla NZE124 4wd,1490,SALOON,4WD,,Petrol,,"2,528,500"
Corolla NRE150R-DEFDK(A) 1.33,1329,SALOON,2WD,,Petrol,,"2,788,500"
Corolla NRE150R-DEFDK(A) WITH AC,1329,SALOON,2WD,,Petrol,,"2,788,500"
Corolla NRE150R-DEFNK(B) 1.33,1329,SALOON,2WD,,Petrol,,"2,886,804"
Corolla ZRE151R-DEMNK-(loaded spec)manual,1598,SALOON,2WD,,Petrol,,"2,934,152"
Corolla ZRE151R-DEMNK-(loaded spec)auto,1598,SALOON,2WD,,Petrol,,"3,047,093"
Corolla ZRE152R-DEFNK (Manual),1798,SALOON,2WD,,Petrol,,"3,555,194"
Corolla ZRE152R-DEPNK (Auto),1798,SALOON,2WD,,Petrol,,"3,220,020"
Corolla ALTIS ZRE171R- CVT,1598,SALOON,2WD,,Petrol,,"4,095,000"
Corolla Axio/ Fielder    ZRE162 ,1798,S/WAGON,2WD,,Petrol,,"4,250,000"
Corolla ZRE181R-GEXNKN CVT,1598,SALOON,2WD,,Petrol,,"4,095,000"
Corolla ZRE182R-GEXNKN MT,1798,SALOON,2WD,,Petrol,,"4,368,000"
Corolla ZRE182R-GEXNKN CVT,1798,SALOON,2WD,,Petrol,,"4,460,000"
Corolla ZRE182R-GEFNKN MT,1798,SALOON,2WD,,Petrol,,"4,200,000"
Corolla ZRE182R-GEXGKN CVT,1798,SALOON,2WD,.,Petrol,,"5,120,000"
Corolla ZZE122R,1800,SALOON,2WD,,Petrol,,"2,833,900"
Corolla ZZE121R,1600,SALOON,2WD,,Petrol,,"2,571,985"
Corolla ZZE150R-DEMDK-(basic spec ) with AC,1398,SALOON,2WD,,Petrol,,"2,513,000"
Corolla ZZE150R-DEMDK-(basic spec) A,1398,SALOON,2WD,,Petrol,,"2,357,000"
Corolla ZZE150R-DEMNK-(loaded spec ) B,1398,SALOON,2WD,,Petrol,,"2,628,000"
Corolla Fielder(NZE121),1490,S/WAGON,2WD,,Petrol,,"2,450,000"
Corolla Fielder(NZE124),1490,S/WAGON,4WD,,Petrol,,"2,650,000"
Corolla Fielder(NZE141) axio,1490,S/WAGON,2WD,,Petrol,,"2,748,106"
Corolla Fielder(NZE141) axio,1300,S/WAGON,2WD,,Petrol,,"2,381,691"
"Corolla G,L AND Z touring",1490,S/WAGON,2WD,,Petrol,,"1,950,000"
Corolla AE100/110/111  1.5,1490,SALOON,2WD,,Petrol,,"1,746,000"
Corolla AE100/110/111 1.6,1580,SALOON,2WD,,Petrol,,"2,013,800"
Corolla CE110/109/101 2.0,1974,SALOON,2WD,,Petrol,,"1,950,000"
Corolla CE110/109/101 2.2,2180,SALOON,2WD,,Petrol,,"2,335,600"
Corolla starlet,1330,HATCHBACK,2WD,,Petrol,,"1,471,500"
Corona 1.6,1580,SALOON,2WD,,Petrol,,"1,885,680"
Corona E1.8,1762,SALOON,2WD,,Petrol,,"2,284,629"
Corona 2.0G,2000,SALOON,2WD,,Petrol,,"2,590,629"
Corsa 1.3,1330,SALOON,2WD,,Petrol,,"1,471,500"
Crown Royal,2500,SALOON,2WD,,Petrol, ,"4,071,428"
Crown HYBRID,2500,SALOON,2WD,,Petrol, ,"4,439,501"
Crown Athlete V6,2500,SALOON,2WD,,Petrol, ,"4,800,000"
Crown Athlete V6,3500,SALOON,2WD,,Petrol, ,"6,175,380"
Duet 1.0,990,HATCHBACK,2WD,,Petrol,,"1,084,000"
Estima,2438,VAN,2WD,,Petrol,,"3,300,000"
Etios ,1500,SALOON,2WD,,Petrol,,"2,472,000"
Funcargo 1.3,1290,ESTATE,2WD,,Petrol,,"1,535,000"
Funcargo 1.5,1490,ESTATE,2WD,,Petrol,,"1,772,984"
Fortuner KUN51R - NKPSYD 1KD AUTO TURBO,2982,S/WAGON,4WD,,Diesel,,"6,735,000"
Fortuner KUN51R - NKMSYN 1KD MANUALTURBO,2982,S/WAGON,4WD,,Diesel,,"6,638,000"
Fortuner KUN6R - NKPDHN AUTO TURBO,2494,S/WAGON,4WD,,Diesel,,"5,630,000"
Fortuner LAN50-NKMSEN 3.0L  hi-spec,2986,S/WAGON,4WD,,Petrol,,"5,991,218"
Fortuner LAN50-NKMSEN 3.0L  me-spec,2986,S/WAGON,4WD,,Petrol,,"5,232,714"
Fortuner TGN61 MANUAL,2700,S/WAGON,4WD,,Petrol,,"5,390,998"
Fortuner TGN61 AUTO,2700,S/WAGON,4WD,,Petrol,,"5,499,338"
Fortuner KUN155-SNTLHN AT,2400,S/WAGON,4WD,,DIESEL,,"7,130,000"
Fortuner KUN156-SNASYN AT,2986,S/WAGON,4WD,,DIESEL,,"7,960,000"
FortunerKUN156-SNAFYN MT,2986,S/WAGON,4WD,,DIESEL,,"7,943,000"
Fortuner 1GD GUN156R-SNFSHN MT,2800 ,S/WAGON,4WD,,DIESEL,,"7,900,000"
Fortuner 1GD GUN156R-SNTSHN AT,2800 ,S/WAGON,4WD,,DIESEL,,"7,930,000"
Fortuner  GUN166R-SNfSHN AT,2800 ,S/WAGON,4WD,,DIESEL,,"9,025,000"
Gaia,1990,S/WAGON,2WD,,Petrol,,"2,350,000"
Harrier ACU 30,2400,HATCHBACK,2WD,,Petrol,,"5,157,000"
Harrier ACU 35,2400,HATCHBACK,4WD,,Petrol,,"5,430,000"
Harrier MCU 30,2400,HATCHBACK,2WD,,Petrol,,"5,157,000"
Harrier MCU 35,2400,HATCHBACK,4WD,,Petrol,,"5,430,000"
Harrier GCU 30 ,3500,HATCHBACK,2wd,,Petrol,,"8,147,845"
Harrier GCU 35  ,3500,HATCHBACK,2wd,,Petrol,,"8,579,173"
Harrier XU10  2WD,2200,S/WAGON,2WD,,Petrol,,"4,360,340"
Harrier XU10 4WD,2200,S/WAGON,4WD,,Petrol,,"4,760,300"
Harrier XU30 4WD,2990,S/WAGON,4WD,,Petrol,,"4,926,099"
Harrier XU60 2WD,1986,S/WAGON,2WD,,Petrol,,"5,506,050"
Harrier XU60 4WD,1986,S/WAGON,4WD,,Petrol,,"5,970,623"
Harrier XU60 2WD,2400,S/WAGON,2WD,,Petrol,,"6,653,838"
Harrier XU60 4WD,2400,S/WAGON,4WD,,Petrol,,"7,258,732"
Harrier  Hybrid ZSU60,2493,S/WAGON,2WD,,Petrol,,"7,281,916"
Harrier  Hybrid ZSU65,2493,S/WAGON,4WD,,Petrol,,"7,457,296"
Harrier  Hybrid ZSU60,2000,S/WAGON,2WD,,Petrol,,"5,506,050"
Harrier  Hybrid ZSU65,2000,S/WAGON,4WD,,Petrol,,"5,970,623"
Harrier Hybrid MCU38 ,3300,S/WAGON,4WD,,Petrol,,"10,413,781"
Harrier Hybrid MhU38,3300,S/WAGON,4WD,,Petrol,,"11,773,065"
Hiace LH113,2770,VAN,4X2,,Diesel,,"2,496,101"
Hiace LH172,2980,VAN,4X2,,Diesel,,"2,635,740"
Hiace (LH114),2400,VAN,4X2,,Diesel, ,"2,197,500"
Hiace (LH202R) REMDE,2986,VAN,4X2,,Petrol, ,"2,734,057"
HIACE LH212R-LEMDE,3000,VAN,4X2,,Diesel,,"2,734,056"
HIACE KDH220R    MT 17 seats (Front 3 Rear 14),2500,VAN,4x2,17,Diesel,,"5,160,000"
HIACE KDH222R LEMDY   MT Without seats,2500,VAN,4x2,,Diesel,,"4,880,000"
HIACE KDH222R LEMDY   MT 15 seats (Front 3 Rear 12),2500,VAN,4x2,15,Diesel,,"5,130,000"
HIACE KDH222R LEMDY   MT 17 seats (Front 3 Rear 14),2500,VAN,4x2,17,Diesel,,"5,160,000"
Hiace 2KD KDH222R-LEMDY for Public Schools ,2500 ,VAN,2WD,15,DIESEL,,"4,305,000"
HIACE MT 30 seater,4200,VAN,4WD,,Diesel,,"10,532,500"
Hiace (RZH114),2000,VAN,2WD,,Petrol,,"2,055,000"
HIACE BB42R-BRMRS,3661,VAN,4WD,,Diesel,,"7,843,000"
HIACE KDH200V-JEMDY,2490,VAN,4WD,,Diesel,,"5,490,720"
HIACE KDH201V-JEMDY,2980,VAN,2WD,,Diesel,,"6,581,230"
HIACE KDH205,2490,VAN,2WD,,Diesel,,"5,500,000"
HIACE KDH212R-JEMDY ,2494,VAN,2WD,,Diesel,,"5,618,570"
HIACE KDH212R-JEMDY WITH A/C,2494,VAN,2WD,,Diesel,,"6,049,330"
HIACE KDH221,3000,VAN,2WD,,Diesel,,"7,277,000"
HIACE KDH223B,3000,VAN,2WD,,Diesel,,"7,514,400"
HIACE TRH223,2700,VAN,2WD,,Petrol,,"7,514,400"
HIACE KDH206,3000,VAN,2WD,,Diesel,,"6,582,329"
HIACE TRH203R - REMDK STD BODY,2693,VAN,2WD,,Petrol,,"4,726,701"
HIACE TRH112R,2000,VAN,2WD,,Petrol,,"2,638,693"
HIACE TRH200,2000,VAN,2WD,,Petrol,,"5,328,130"
HIACE TRH221/224,2700,VAN,2WD,,Petrol,,"7,192,976"
