MAKE,Model,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,GVW,CRSP(KES) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5i CVT,2500,SALOON,4WD,,Petrol,,"5,850,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.0 BH5 MT,2000,SALOON,4WD,,Petrol,,"3,235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5 BH9 AT,2500,S/WAGON,4WD,,Petrol,,"4,322,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5  BHC AT,2500,S/WAGON,4WD,,Petrol,,"4,455,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 3.0 BHE AT,2500,S/WAGON,4WD,,Petrol,,"5,038,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.0 BL5 AUTO B4,2000,SALOON,4WD,,Petrol, ,"4,787,526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.0 BL5 MANUAL B4,2000,SALOON,4WD,,Petrol, ,"4,489,183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5  BL9 AUTO B4,2500,SALOON,4WD,,Petrol, ,"5,197,907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 3.0R BLE AUTO B4,3000,SALOON,4WD,,Petrol, ,"6,404,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 3.0R BLE MANUAL B4,3000,SALOON,4WD,,Petrol, ,"5,984,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.0 BP5 MANUAL,2000,S/WAGON,4WD,,Petrol, ,"3,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5 BP5 AUTO,2000,S/WAGON,4WD,,Petrol, ,"3,550,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5 BP9 AUTO,2500,S/WAGON,4WD,,Petrol, ,"4,881,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5 BP9 MANUAL,2500,S/WAGON,4WD,,Petrol, ,"4,981,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 3.0R BPE AUTO,3000,S/WAGON,4WD,,Petrol, ,"7,077,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 3.0R BPE MANUAL,3000,S/WAGON,4WD,,Petrol, ,"6,807,694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.0 BM5 MANUAL,2000,S/WAGON,4WD,,Petrol, ,"4,975,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.0 BM5 AUTO CVT,2000,S/WAGON,4WD,,Petrol, ,"5,235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5 BM9 AUTO CVT,2500,SALOON,4WD,,Petrol, ,"5,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5 BM9 MANUAL,2500,SALOON,4WD,,Petrol, ,"5,329,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5 BR9 MANUAL,2500,S/WAGON,4WD,,Petrol, ,"5,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy 2.5 BR9 AUTO CVT,2500,S/WAGON,4WD,,Petrol, ,"5,425,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Legacy  Touring Wagon BRG AUTO CVT,2000,S/WAGON,4WD,,Petrol,,"5,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 2.5i Manual (BP9),2500,S/WAGON,4WD,,Petrol, ,"5,454,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 2.5i Auto (BP9),2500,S/WAGON,4WD,,Petrol, ,"5,625,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 2.5 XT Auto (BPH),2500,S/WAGON,4WD,,Petrol, ,"6,124,485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 2.5i Manual (BR9),2500,S/WAGON,4WD,,Petrol, ,"6,215,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 2.5i Auto CVT (BR9)/BMM,2500,S/WAGON,4WD,,Petrol, ,"6,475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 3.0R Auto (BPE),3000,S/WAGON,4WD,,Petrol, ,"6,756,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 3.0R Auto (BPE) LL BEAN,3000,S/WAGON,4WD,,Petrol,,"6,651,976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 3.6R Auto (BRF),3630,S/WAGON,4WD,,Petrol, ,"8,315,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 3.6R SI cruise Auto (BRF),3630,S/WAGON,4WD,,Petrol, ,"8,557,473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 2.5i CVT Non Leather,2500,S/WAGON,4WD,,Petrol,,"6,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Outback 2.5i CVT,2500,S/WAGON,4WD,,Petrol,,"6,475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,PLEO 2WD,660,S/WAGON,2WD,,Petrol, ,"1,759,582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,PLEO 4WD,660,S/WAGON,2WD,,Petrol, ,"2,025,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,SUMBER,650,TRK,2WD,,Petrol,,"1,357,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Tresia,1320,S/WAGON,2WD,,Petrol,,"2,090,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Tresia,1320,S/WAGON,4WD,,Petrol,,"2,190,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Tresia,1500,S/WAGON,2WD,,Petrol,,"2,295,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Tresia,1500,S/WAGON,4WD,,Petrol,,"2,395,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,DEX,1300,S/WAGON,2WD,,Petrol,,"2,042,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Tribeca B9 3.0,3000,S/WAGON,4WD,,Petrol,,"6,150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBARU,Tribeca BRK 3.6,3600,S/WAGON,4WD,,Petrol,,"8,150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Maruti Omni MPI Cargo,796,VAN,2WD,,Petrol,,"925,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Maruti Omni MPI ,796,VAN,2WD,5,Petrol,,"995,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Suzuki Super carry,800,P/UP,2WD,,Petrol,,"1,495,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Aero 2wd,1500,SALOON,2WD,,Petrol,,"2,195,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Aero 4wd,1500,SALOON,4WD,,Petrol,,"2,443,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Aero 2wd,1800,SALOON,2WD,,Petrol,,"2,269,658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Aero 4wd,1800,SALOON,4WD,,Petrol,,"2,530,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,CIAZ AT,1400,SALOON,2WD,,Petrol,,"2,395,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Carry Truck 2WD,660,TRK,2WD,,Petrol,,"1,412,214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Carry Truck 4WD,660,TRK,4WD,,Petrol,,"1,660,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Every 2WD,660,VAN,2WD,,Petrol,,"1,561,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Every 4WD,660,VAN,4WD,,Petrol,,"1,808,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Landy,1960,VAN,2WD,,Petrol,,"3,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Landy,1960,VAN,4WD,,Petrol,,"4,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Vitara AT,1600,S/WAGON,4WD,,Petrol,,"3,799,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Vitara MT,2000,S/WAGON,4WD,,Petrol,,"3,795,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Grand Vitara 2.0 AT,2000,S/WAGON,4WD,,Petrol,,"4,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Grand Vitara 2.4 AT,2400,S/WAGON,4WD,,Petrol, ,"3,995,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Maruti Gypsy ST,1300,S/WAGON,4WD,8,Petrol,,"1,795,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Maruti Gypsy HT,1300,S/WAGON,4WD,8,Petrol,,"1,895,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Jimny 1.3 JX,1327,S/WAGON,2WD,,Petrol, ,"2,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Jimny 1.6 JLX AT,1600,S/WAGON,2WD,,Petrol, ,"2,495,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Jimny 1.3 JLX MT,1327,S/WAGON,2WD,,Petrol, ,"2,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Escudo 2.0L,2000,S/WAGON,4WD,,Petrol,,"3,745,833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Escudo 2.4L MT,2400,S/WAGON,4WD,,Petrol,,"4,437,417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Escudo 2.4L AT,2400,S/WAGON,4WD,,Petrol,,"4,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Escudo 3.9L MT,3190,S/WAGON,4WD,,Petrol,,"5,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Escudo 3.9L AT,3190,S/WAGON,4WD,,Petrol,,"6,248,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SWIFT,1320,S/WAGON,2WD,,Petrol,,"1,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SX4 1.6,1600,S/WAGON,2WD,,Petrol,,"2,399,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,R Solio/ Wagon R/ KEI,650,S/WAGON,2WD,,Petrol,,"1,357,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,R Solio/ Wagon R+,1300,S/WAGON,2WD,,Petrol,,"2,156,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Splash,1240,HATCHBACK,2WD,,Petrol,,"1,596,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,Samurai,1300,S/WAGON,4WD,,Petrol,,"2,155,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,ACTYON/S/ GL MT,2874,DCAB,4WD,,DIESEL,,"3,596,888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,ACTYON/S/ GL AT,2874,DCAB,4WD,,DIESEL,,"3,956,577",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,ACTYON GL MT,2900,S/WAGON,4WD,5,DIESEL,,"3,506,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,ACTYON GLS AT,2900,S/WAGON,4WD,5,DIESEL,,"4,316,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,ACTYON PREMIUM,2900,S/WAGON,4WD,5,DIESEL,,"4,496,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,Musso 602EL,2874,S/WAGON,4WD,,Diesel,,"2,600,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,Musso 601,2874,S/WAGON,4WD,,Diesel,,"2,600,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,Rexton II GLS MT,2700,S/WAGON,4WD,,Diesel,,"4,046,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,Rexton II GLS AT,2700,S/WAGON,4WD,,Diesel,,"4,945,721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSANG YONG,Rexton II PREMIUM,2700,S/WAGON,4WD,,Diesel,,"5,125,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,ACE PICK UP,700,SCAB,2WD,,Diesel,1.550T,"1,183,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,ACE MEGA,800,SCAB,2WD,,Diesel,,"1,467,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,ACE MEGA XL,800,SCAB,2WD,,Diesel,,"1,350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,DaeWOO NOVUS BUS CHASSIS,11051,BUS,,,Diesel,,"10,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,daeWOO NOVUS tipper,11051,Tipper,,,DIESEL,,"11,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,SUPER ACE 475 1TON,1405,SCAB,2WD,,Diesel,1.550T,"1,858,534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,SUPER ACE 475 1TON A/C,1405,SCAB,2WD,,Diesel,1.550T,"1,962,531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,SUMO,1948,S/WAGON,2WD,,Diesel,2.000T,"1,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,XENON SC DICOR 4X4 2.2,2200,SCAB,4X4,,Diesel,,"2,079,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,XENON SC 4X2 3.0 NON A/C,2956,SCAB,4X2,,Diesel,,"1,695,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,XENON SC A/C 4X2 3.0,2956,SCAB,4X2,,Diesel,,"1,980,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,XENON SC A/C 4X4 3.0,2956,SCAB,4X4,,Diesel,,"2,298,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,XENON DC A/C 4X2 2.2,2200,DCAB,4X2,,Diesel,,"2,572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,XENON DC A/C 4X4 2.2,2200,DCAB,4X4,,Diesel,,"3,601,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,XENON SC 4X4 2.2,2200,SCAB,4X4,,Diesel,,"2,240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA,XENON SC 4X4 2.2 WITH AIRBAGS,2200,SCAB,4X4,,Diesel,,"3,424,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
