,,,,,,,Discontinuation_Year
MAKE,Model,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,Discontinuation_Year
LANDROVER,Range Rover V8 Supercharged Autobiography-SWB,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V8 Supercharged SVA Dynamic-SWB,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V8 Supercharged Vogue SE -LWB,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V8 Supercharged Vogue LWB,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V8 Supercharged Autobiography -LWB,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover SDV8 Vogue SE -LWB,4400,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover SDV8 Vogue Autobiography-LWB,4400,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover SDV8 Autobiography LWB,4400,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover SDV8 SV Autobiography -LWB,4400,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 180ps Base,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 180ps S,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 180ps SE,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 180ps HSE,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 180ps R-Dynamic Base,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 180ps R-Dynamic S,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 180ps R-Dynamic SE,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 180ps R-Dynamic HSE,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 250ps Base,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 250ps S,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Velar 250ps HSE,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Velar 250ps R-Dynamic Base,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Velar 250ps R-Dynamic S,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Velar 250ps R-Dynamic SE,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Velar 250ps R-Dynamic HSE,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Velar 300ps Base,2000,ESTATE,4WD,,Petrol,Unknown
